UserId,Name,Email,Password,Payment Methods,Crypto Wallet Address,Education,Genre,Subgenres,Location,Website,Social Media,Discography (Count),NFTs (Count),Achievements,Collaboration (Y/N),Collaboration Type,Services Provided,Services Sought,Deals Participated,Deals Completed,Post Links,Likes Count,Comments Count,Opportunities Raised,Payment History,Reviews,Rank
ART8051,Rebecca Riggs,jenna82@example.org,[Hashed Password],Paypal,Ubiq,Music Academy,Indian,Thumri,"Paulchester, Turkey",https://kalakrut.com/Rebecca Riggs,SubStack,7,4,,Yes,PR,Music Production,Session Musician,7,4,12,1235712,824508,4,2,5,118
ART6203,Luis Hull,zmccall@example.org,[Hashed Password],Stripe,IOTA,Music Academy,Electronic,Dubstep,"Dakotaville, Belgium",https://kalakrut.com/Luis Hull,Insta,9,3,Featured in Magazine,Yes,PR,Songwriting,Feature Verse,5,1,1,884414,37592,0,3,7,685
ART272,Michelle Davis,christina69@example.org,[Hashed Password],Credit Card,SwiftCoin,Music Academy,Electronic,Dubstep,"Troyton, Tajikistan",https://kalakrut.com/Michelle Davis,YouTube,8,5,,Yes,event,Music Production,Feature Verse,8,3,9,749466,45135,2,3,7,779
ART8006,Robert Clark,rosemaria@example.net,[Hashed Password],Debit Card,TRON,Music Academy,Hip-Hop,Trap,"Davidton, United States Virgin Islands",https://kalakrut.com/Robert Clark,SubStack,3,4,Won Award,Yes,business,Songwriting,Feature Verse,6,1,3,2357655,687183,0,4,5,984
ART5656,Mrs. Nicole Palmer,kylesloan@example.com,[Hashed Password],Cash on Delivery,EOS.IO,Self-Taught,Pop,Dance Pop,"Port Codyside, Qatar",https://kalakrut.com/Mrs. Nicole Palmer,LinkedIn,5,4,Featured in Magazine,Yes,business,Vocals,Feature Verse,10,7,7,1717443,678006,3,9,0,411
ART5536,Tiffany Phillips,monicarussell@example.com,[Hashed Password],Debit Card,Nxt,Self-Taught,Jazz,Bebop,"Lake Kristinborough, Palau",https://kalakrut.com/Tiffany Phillips,Insta,4,0,,No,event,Vocals,Session Musician,7,4,17,6430658,8569173,1,5,8,296
ART8807,Elizabeth Brown,johnsontamara@example.com,[Hashed Password],Debit Card,Decred,Music Academy,Electronic,EDM,"West Justinfurt, Canada",https://kalakrut.com/Elizabeth Brown,YouTube,2,1,Won Award,Yes,choreography,Music Production,Feature Verse,2,1,16,8325808,7730640,2,5,5,663
ART5731,Philip Sexton,kimberly16@example.com,[Hashed Password],Credit Card,Omni,Music Academy,Jazz,Fusion,"West Christopher, Jordan",https://kalakrut.com/Philip Sexton,Insta,9,1,,Yes,script,Vocals,Session Musician,3,0,15,5211855,1800705,2,2,0,867
ART827,John Peterson,evansbarbara@example.org,[Hashed Password],Stripe,TRON,Online Course,Electronic,EDM,"Norristown, Denmark",https://kalakrut.com/John Peterson,LinkedIn,8,2,Featured in Magazine,Yes,script,Music Production,Session Musician,5,1,7,3008159,1959923,2,9,7,632
ART1073,Frank Griffin,ngarza@example.org,[Hashed Password],Paypal,Vertcoin,Self-Taught,Hip-Hop,Trap,"Wilsonmouth, Uzbekistan",https://kalakrut.com/Frank Griffin,Twitter,2,2,Won Award,Yes,script,Songwriting,Mixing & Mastering,2,2,2,356170,3684,4,1,5,128
ART6997,Eric Mcdaniel,mark98@example.net,[Hashed Password],Credit Card,Ubiq,Music Academy,Rock,Metal,"Ibarrastad, Malta",https://kalakrut.com/Eric Mcdaniel,Insta,4,2,Featured in Magazine,No,business,Music Production,Session Musician,9,1,16,2890032,2003024,4,4,9,308
ART5611,Matthew Thomas,phuffman@example.org,[Hashed Password],Debit Card,Gridcoin,Self-Taught,Classical,Chamber,"North Annettefurt, Belgium",https://kalakrut.com/Matthew Thomas,LinkedIn,4,5,Featured in Magazine,No,production,Songwriting,Mixing & Mastering,2,1,16,13987264,19621008,1,10,2,709
ART7118,Brittney Kirk,stephanie78@example.com,[Hashed Password],Stripe,SwiftCoin,Online Course,Rock,Indie Rock,"North Marissashire, Italy",https://kalakrut.com/Brittney Kirk,SubStack,10,0,Won Award,No,production,Music Production,Session Musician,7,7,15,7649340,10986195,4,3,10,747
ART6364,Calvin Robinson,christopher33@example.org,[Hashed Password],Paypal,Zcash,Self-Taught,Indian,Instrumental,"Carlaview, Ukraine",https://kalakrut.com/Calvin Robinson,Fb,9,2,Featured in Magazine,Yes,script,Music Production,Feature Verse,4,0,6,2607354,1004400,1,9,5,811
ART3932,John Frost,chaselong@example.com,[Hashed Password],Stripe,Litecoin,Self-Taught,Classical,Opera,"New Valerie, Liberia",https://kalakrut.com/John Frost,Twitter,8,4,Won Award,Yes,PR,Songwriting,Mixing & Mastering,5,0,6,2770986,330666,5,5,1,21
ART5517,Kelly Gomez,sharonmccoy@example.org,[Hashed Password],Cash on Delivery,IOTA,Online Course,Indian,Instrumental,"Santiagoburgh, Anguilla",https://kalakrut.com/Kelly Gomez,SubStack,2,5,Won Award,No,logistics,Songwriting,Feature Verse,0,0,10,9925140,4831470,4,3,6,831
ART3285,Mrs. Latasha Ford,wbrown@example.com,[Hashed Password],Cash on Delivery,TRON,Self-Taught,Classical,Orchestra,"Camposfurt, Turkmenistan",https://kalakrut.com/Mrs. Latasha Ford,Insta,3,2,,Yes,design,Vocals,Feature Verse,5,1,1,655896,40778,4,2,8,675
ART8096,Theodore Young,jamie62@example.net,[Hashed Password],Stripe,Titcoin,Online Course,Hip-Hop,Trap,"Johnsonside, Libyan Arab Jamahiriya",https://kalakrut.com/Theodore Young,SubStack,3,1,Won Award,No,script,Vocals,Session Musician,3,2,20,4607400,5327440,4,6,8,146
ART1013,Paul Serrano,greenejeffrey@example.org,[Hashed Password],Credit Card,IOTA,Music Academy,Indian,Instrumental,"Youngmouth, Sweden",https://kalakrut.com/Paul Serrano,SubStack,7,2,Featured in Magazine,Yes,business,Music Production,Feature Verse,7,5,16,11119456,3533392,1,9,9,28
ART882,Victoria Kramer,vdoyle@example.net,[Hashed Password],Paypal,Gridcoin,Online Course,Pop,Dance Pop,"East Susan, Belarus",https://kalakrut.com/Victoria Kramer,SubStack,6,4,,No,design,Music Production,Mixing & Mastering,9,7,1,463465,19842,0,8,8,581
ART1839,Rick Jenkins,aprilkim@example.com,[Hashed Password],Paypal,Bytecoin,Self-Taught,Rock,Alternative,"South Carla, Serbia",https://kalakrut.com/Rick Jenkins,LinkedIn,10,3,Featured in Magazine,Yes,concept,Vocals,Feature Verse,5,3,16,12351312,5597952,5,5,1,78
ART6649,David Stewart,fpitts@example.com,[Hashed Password],Credit Card,Zcash,Self-Taught,Jazz,Bebop,"Carrton, Libyan Arab Jamahiriya",https://kalakrut.com/David Stewart,SubStack,2,4,Featured in Magazine,Yes,concept,Music Production,Feature Verse,8,5,16,3055696,3105968,1,9,2,762
ART7828,Jason Noble,montesjoel@example.com,[Hashed Password],Credit Card,Nxt,Online Course,Hip-Hop,Boom Bap,"Stevenberg, Svalbard & Jan Mayen Islands",https://kalakrut.com/Jason Noble,YouTube,10,3,,No,lyrics,Vocals,Mixing & Mastering,4,4,13,30862,37518,5,1,8,481
ART4125,Joan Rodriguez,tiffanyhicks@example.org,[Hashed Password],Cash on Delivery,Lisk,Self-Taught,Rock,Alternative,"Candiceview, Taiwan",https://kalakrut.com/Joan Rodriguez,Fb,2,2,Won Award,Yes,logistics,Music Production,Feature Verse,3,1,16,331744,242480,4,8,2,738
ART8959,James Washington,ubrooks@example.org,[Hashed Password],Cash on Delivery,Coinye,Online Course,Indian,Sufi,"Lake Sarah, Armenia",https://kalakrut.com/James Washington,YouTube,6,3,Won Award,Yes,logistics,Songwriting,Mixing & Mastering,4,4,18,9689184,12815244,4,5,10,414
ART9585,Sean Andersen,khull@example.net,[Hashed Password],Stripe,Sirin Labs,Music Academy,Electronic,Dubstep,"Saraville, Senegal",https://kalakrut.com/Sean Andersen,LinkedIn,6,3,,No,design,Vocals,Feature Verse,2,1,19,7721942,1334408,1,2,5,103
ART6023,Cody Cooper,wilkinsamanda@example.com,[Hashed Password],Stripe,Dash,Self-Taught,Indian,Hindustani,"Timothyburgh, Albania",https://kalakrut.com/Cody Cooper,LinkedIn,7,3,,Yes,business,Vocals,Session Musician,4,2,17,12681694,5648454,3,8,5,37
ART2278,Joanna Cunningham,lori64@example.net,[Hashed Password],Debit Card,Peercoin,Self-Taught,Hip-Hop,Conscious Rap,"East Jennifer, Antigua and Barbuda",https://kalakrut.com/Joanna Cunningham,Fb,7,3,Won Award,No,design,Vocals,Mixing & Mastering,8,7,1,108595,1187,2,4,6,232
ART6505,Jo Davis,suzannemullins@example.org,[Hashed Password],Cash on Delivery,SwiftCoin,Self-Taught,Hip-Hop,Boom Bap,"New Melissatown, Afghanistan",https://kalakrut.com/Jo Davis,LinkedIn,1,2,Won Award,No,script,Music Production,Session Musician,10,3,1,412106,23691,4,4,5,130
ART5639,Matthew Brown,josephhenry@example.net,[Hashed Password],Cash on Delivery,Tether,Online Course,Jazz,Bebop,"East Michaela, Mexico",https://kalakrut.com/Matthew Brown,Twitter,9,1,Won Award,Yes,PR,Music Production,Mixing & Mastering,7,1,14,9786126,10022642,4,9,1,584
ART9595,Jason Davis,michaelyoder@example.net,[Hashed Password],Paypal,Bytecoin,Music Academy,World,Folk,"Taraland, Lebanon",https://kalakrut.com/Jason Davis,Insta,4,2,Won Award,No,production,Music Production,Feature Verse,2,2,2,1122200,145228,5,5,0,747
ART1183,Sarah Nelson,stacey95@example.org,[Hashed Password],Paypal,Namecoin,Music Academy,World,Contemporary,"East Saraland, Bulgaria",https://kalakrut.com/Sarah Nelson,Insta,6,5,Featured in Magazine,Yes,choreography,Music Production,Mixing & Mastering,5,0,14,2014810,2506602,0,7,6,650
ART5966,Jenny Haley,jackson37@example.net,[Hashed Password],Stripe,Litecoin,Music Academy,Jazz,Smooth Jazz,"Lake Lindamouth, Ukraine",https://kalakrut.com/Jenny Haley,LinkedIn,8,3,Featured in Magazine,No,choreography,Music Production,Feature Verse,6,5,14,6237042,5779970,0,5,2,915
ART9622,Terri Lewis MD,kimberlysimon@example.com,[Hashed Password],Credit Card,NEO,Self-Taught,Rock,Indie Rock,"Jamesberg, South Georgia and the South Sandwich Islands",https://kalakrut.com/Terri Lewis MD,SubStack,8,0,Featured in Magazine,Yes,design,Vocals,Feature Verse,2,0,6,1989780,747672,3,5,6,230
ART105,Dustin Clark,xmanning@example.net,[Hashed Password],Paypal,XEM,Music Academy,Hip-Hop,Conscious Rap,"Robertfurt, Guadeloupe",https://kalakrut.com/Dustin Clark,YouTube,6,5,,No,production,Vocals,Feature Verse,0,0,8,2673568,2125480,5,9,2,427
ART1089,Sean Stevens,traci63@example.org,[Hashed Password],Debit Card,Feathercoin,Self-Taught,Rock,Metal,"East Katherine, Belarus",https://kalakrut.com/Sean Stevens,Insta,8,4,Won Award,Yes,choreography,Songwriting,Session Musician,7,7,2,1411590,124208,3,6,9,145
ART6222,Suzanne Wilson,mcdowellsabrina@example.com,[Hashed Password],Credit Card,DigitalNote,Self-Taught,Electronic,House,"North Benjaminhaven, Namibia",https://kalakrut.com/Suzanne Wilson,LinkedIn,4,2,Featured in Magazine,Yes,logistics,Vocals,Mixing & Mastering,5,5,10,1396460,530090,2,6,9,960
ART1031,Steven Hughes,charlesstephanie@example.org,[Hashed Password],Stripe,EOS.IO,Self-Taught,World,Contemporary,"Brianport, Reunion",https://kalakrut.com/Steven Hughes,SubStack,1,3,Won Award,No,design,Music Production,Feature Verse,5,2,18,2112102,2978982,0,1,0,61
ART1437,Madison Bradley,veronicasoto@example.com,[Hashed Password],Paypal,Zcash,Self-Taught,World,Contemporary,"Adamfurt, Jamaica",https://kalakrut.com/Madison Bradley,LinkedIn,6,4,Won Award,No,concept,Music Production,Session Musician,1,0,20,2327600,762200,0,8,7,774
ART9991,Kristin Miller,john56@example.org,[Hashed Password],Paypal,Zclassic,Self-Taught,Jazz,Smooth Jazz,"Richardport, Turks and Caicos Islands",https://kalakrut.com/Kristin Miller,Twitter,8,5,Won Award,No,design,Songwriting,Mixing & Mastering,8,6,19,14707349,8945447,3,3,8,74
ART1831,David Brown,lisa03@example.com,[Hashed Password],Paypal,Coinye,Online Course,Rock,Alternative,"Taylorborough, New Caledonia",https://kalakrut.com/David Brown,LinkedIn,2,3,,Yes,logistics,Music Production,Session Musician,6,2,2,1925902,221518,4,8,7,426
ART8758,Gregory Thompson,leachkristina@example.net,[Hashed Password],Credit Card,AMP,Online Course,World,Contemporary,"Nathanton, Faroe Islands",https://kalakrut.com/Gregory Thompson,Fb,4,0,Won Award,Yes,lyrics,Songwriting,Mixing & Mastering,8,2,20,13076900,18263900,2,8,3,982
ART5120,Seth Pitts,cameron97@example.net,[Hashed Password],Stripe,Bytecoin,Self-Taught,Jazz,Smooth Jazz,"South Erin, Oman",https://kalakrut.com/Seth Pitts,Twitter,1,0,,No,logistics,Music Production,Feature Verse,6,5,10,2696340,1632130,4,9,2,668
ART7320,Caleb Mathis,gsuarez@example.net,[Hashed Password],Cash on Delivery,Monero,Online Course,Jazz,Bebop,"Lindastad, Grenada",https://kalakrut.com/Caleb Mathis,LinkedIn,5,4,Featured in Magazine,No,production,Music Production,Mixing & Mastering,3,1,7,6176086,3033912,2,3,7,239
ART2869,Ryan Castillo,dawnjones@example.org,[Hashed Password],Cash on Delivery,Monero,Music Academy,Electronic,House,"Harrisland, Monaco",https://kalakrut.com/Ryan Castillo,Insta,9,1,Won Award,Yes,PR,Vocals,Mixing & Mastering,2,1,9,7876683,2746053,4,7,3,733
ART1747,Anna Pham,singletonalejandro@example.com,[Hashed Password],Paypal,SwiftCoin,Music Academy,Jazz,Smooth Jazz,"South Donnashire, Vietnam",https://kalakrut.com/Anna Pham,Fb,4,2,,Yes,logistics,Songwriting,Session Musician,8,3,18,2474550,613008,5,6,6,367
ART2422,Jennifer Evans,pchase@example.org,[Hashed Password],Paypal,Auroracoin,Online Course,Rock,Metal,"Carsonmouth, Burundi",https://kalakrut.com/Jennifer Evans,Fb,2,5,,No,script,Vocals,Session Musician,1,1,17,14281496,15982805,3,9,8,333
ART4193,Dean Clarke,thomas53@example.com,[Hashed Password],Debit Card,Feathercoin,Self-Taught,Indian,Hindustani,"Schmidtfurt, Tajikistan",https://kalakrut.com/Dean Clarke,Insta,10,1,Featured in Magazine,Yes,lyrics,Songwriting,Session Musician,0,0,7,3220203,480046,5,2,7,146
ART4085,Joseph Gay,vazquezdaniel@example.net,[Hashed Password],Cash on Delivery,Coinye,Music Academy,Hip-Hop,Trap,"North Timothy, Micronesia",https://kalakrut.com/Joseph Gay,SubStack,4,5,,No,production,Music Production,Session Musician,8,5,13,8164468,2574377,5,7,3,167
ART3750,Pamela Cruz,yrodriguez@example.org,[Hashed Password],Debit Card,Emercoin,Self-Taught,Jazz,Bebop,"North Jasonland, Syrian Arab Republic",https://kalakrut.com/Pamela Cruz,SubStack,7,2,Featured in Magazine,Yes,lyrics,Songwriting,Feature Verse,3,2,14,4044068,2991310,0,3,6,324
ART3940,Suzanne Clark,hernandezjared@example.org,[Hashed Password],Cash on Delivery,Coinye,Online Course,Jazz,Bebop,"Suttonborough, Reunion",https://kalakrut.com/Suzanne Clark,Twitter,5,5,Featured in Magazine,Yes,event,Music Production,Feature Verse,8,7,7,3458847,1778483,4,5,1,294
ART4318,Victoria Oliver,stevenriddle@example.net,[Hashed Password],Stripe,Ubiq,Music Academy,Indian,Hindustani,"Ruizbury, Honduras",https://kalakrut.com/Victoria Oliver,Twitter,10,2,,No,concept,Songwriting,Session Musician,7,2,7,3509485,1425606,0,1,3,329
ART6189,Keith Farmer,suzanne88@example.org,[Hashed Password],Paypal,NEO,Music Academy,World,Folk,"South Davidhaven, Serbia",https://kalakrut.com/Keith Farmer,Insta,4,0,,No,script,Vocals,Feature Verse,5,4,5,3494675,1492815,5,5,10,660
ART5705,Jennifer Patel,susanbennett@example.com,[Hashed Password],Paypal,AMP,Online Course,Indian,Bollywood,"East Jenniferville, Cambodia",https://kalakrut.com/Jennifer Patel,Fb,8,5,,Yes,logistics,Songwriting,Mixing & Mastering,4,3,2,1652544,88598,5,1,7,475
ART30,David Delgado,xlopez@example.net,[Hashed Password],Stripe,DigitalNote,Self-Taught,Rock,Indie Rock,"Knightbury, Cayman Islands",https://kalakrut.com/David Delgado,Fb,5,5,,No,choreography,Songwriting,Feature Verse,2,1,5,4777115,2054800,5,10,9,828
ART5881,Joshua Holt DDS,hlee@example.com,[Hashed Password],Stripe,EOS.IO,Music Academy,Hip-Hop,Conscious Rap,"Meredithland, Comoros",https://kalakrut.com/Joshua Holt DDS,SubStack,2,3,Won Award,No,concept,Music Production,Mixing & Mastering,8,7,11,1774069,1647426,1,7,4,317
ART4254,Lance Wood,adamsrichard@example.org,[Hashed Password],Cash on Delivery,AMP,Online Course,Indian,Bollywood,"Port Jessica, Benin",https://kalakrut.com/Lance Wood,YouTube,4,4,,Yes,choreography,Songwriting,Session Musician,7,1,1,222633,19452,1,5,10,455
ART9210,Tony Kim,jason71@example.net,[Hashed Password],Credit Card,Bitcoin,Self-Taught,Electronic,House,"Bautistafurt, France",https://kalakrut.com/Tony Kim,SubStack,9,2,Featured in Magazine,Yes,concept,Music Production,Mixing & Mastering,4,0,6,1722024,423636,1,7,10,909
ART1892,Danielle Saunders,uavila@example.net,[Hashed Password],Cash on Delivery,PotCoin,Self-Taught,Electronic,Dubstep,"South Brianburgh, Bermuda",https://kalakrut.com/Danielle Saunders,Twitter,8,2,Featured in Magazine,No,choreography,Music Production,Feature Verse,5,0,11,5454141,1052304,1,10,0,213
ART2111,Katherine Lopez,richardsloan@example.net,[Hashed Password],Credit Card,MazaCoin,Self-Taught,Rock,Alternative,"Scottview, Brazil",https://kalakrut.com/Katherine Lopez,SubStack,1,3,,No,PR,Songwriting,Feature Verse,1,0,20,15677720,12349500,1,9,2,637
ART2821,Beth Williams,steven99@example.org,[Hashed Password],Stripe,Namecoin,Self-Taught,Indian,Sufi,"South Kimberlytown, Svalbard & Jan Mayen Islands",https://kalakrut.com/Beth Williams,SubStack,3,4,Featured in Magazine,Yes,business,Vocals,Session Musician,3,1,2,769834,96666,0,4,7,156
ART2761,Nicholas Mcintyre,jcastro@example.org,[Hashed Password],Credit Card,Dogecoin,Self-Taught,Electronic,Dubstep,"North Melindafort, Ecuador",https://kalakrut.com/Nicholas Mcintyre,Twitter,8,3,Won Award,No,choreography,Songwriting,Session Musician,1,0,10,6923580,1061870,4,5,3,207
ART6603,Joshua Peters,tonievans@example.net,[Hashed Password],Cash on Delivery,Titcoin,Online Course,Pop,Dance Pop,"South Danielland, Egypt",https://kalakrut.com/Joshua Peters,SubStack,7,1,Featured in Magazine,Yes,business,Songwriting,Session Musician,2,0,6,1772364,175326,5,9,4,349
ART910,Michaela Mack,keithsmith@example.net,[Hashed Password],Stripe,AMP,Music Academy,Hip-Hop,Boom Bap,"Wrightfurt, Macao",https://kalakrut.com/Michaela Mack,Fb,7,0,Featured in Magazine,Yes,design,Vocals,Session Musician,4,0,9,358614,232164,1,10,1,295
ART4106,Jason Maldonado,nicolestevens@example.net,[Hashed Password],Cash on Delivery,Sirin Labs,Music Academy,Classical,Chamber,"Monicaborough, Gambia",https://kalakrut.com/Jason Maldonado,Twitter,9,1,Won Award,Yes,lyrics,Songwriting,Feature Verse,1,1,9,2190780,546426,3,2,8,581
ART3513,Lisa Stein,gonzalezhannah@example.com,[Hashed Password],Cash on Delivery,TRON,Self-Taught,Electronic,House,"South Brendaland, Morocco",https://kalakrut.com/Lisa Stein,Fb,9,4,,No,event,Songwriting,Mixing & Mastering,6,2,20,7557440,1408460,3,1,7,878
ART1175,Joshua Shaffer,steven63@example.net,[Hashed Password],Stripe,IOTA,Self-Taught,Rock,Indie Rock,"Hansenberg, Sierra Leone",https://kalakrut.com/Joshua Shaffer,LinkedIn,7,5,Won Award,Yes,lyrics,Music Production,Mixing & Mastering,2,1,11,4057537,271073,2,5,9,954
ART8583,Bryan Johnson,christinemartinez@example.org,[Hashed Password],Debit Card,Burstcoin,Music Academy,Rock,Alternative,"Caitlinborough, Uganda",https://kalakrut.com/Bryan Johnson,Twitter,5,2,Won Award,No,script,Vocals,Mixing & Mastering,8,5,20,16725320,1744000,5,1,5,153
ART9494,Lawrence Sanders,rogersthomas@example.org,[Hashed Password],Cash on Delivery,Dash,Self-Taught,Indian,Instrumental,"Sandraland, Bouvet Island (Bouvetoya)",https://kalakrut.com/Lawrence Sanders,SubStack,3,4,Featured in Magazine,No,design,Music Production,Mixing & Mastering,3,3,4,1794224,275424,4,8,1,408
ART5663,Jennifer Jones,millerelizabeth@example.net,[Hashed Password],Paypal,Coinye,Self-Taught,Indian,Thumri,"Baileyland, Kenya",https://kalakrut.com/Jennifer Jones,Fb,4,1,Featured in Magazine,No,production,Vocals,Feature Verse,4,1,15,756060,401220,2,4,0,786
ART5013,Ricardo Rogers,kennethallen@example.org,[Hashed Password],Credit Card,Titcoin,Music Academy,Electronic,EDM,"Gabrielborough, Guinea-Bissau",https://kalakrut.com/Ricardo Rogers,Twitter,1,1,Won Award,No,event,Music Production,Mixing & Mastering,5,2,14,12882730,12659360,4,8,8,851
ART8255,Rachel Johnson,halejacqueline@example.org,[Hashed Password],Credit Card,Auroracoin,Online Course,Hip-Hop,Conscious Rap,"Port Katherine, El Salvador",https://kalakrut.com/Rachel Johnson,Fb,9,4,Featured in Magazine,No,lyrics,Music Production,Session Musician,1,0,6,2612850,207450,5,6,7,201
ART99,Michael Guerra,marywhite@example.com,[Hashed Password],Credit Card,DigitalNote,Self-Taught,Rock,Indie Rock,"Kimberlyhaven, Morocco",https://kalakrut.com/Michael Guerra,Fb,6,5,Won Award,Yes,event,Vocals,Mixing & Mastering,2,2,10,9477700,3361800,0,3,3,377
ART4026,Jorge Elliott,ldennis@example.org,[Hashed Password],Credit Card,SwiftCoin,Online Course,Hip-Hop,Boom Bap,"Port Caitlinview, Gibraltar",https://kalakrut.com/Jorge Elliott,SubStack,5,2,,No,script,Songwriting,Feature Verse,2,1,12,11484864,4716792,3,9,0,246
ART6413,Matthew Oliver,rhondagonzalez@example.org,[Hashed Password],Cash on Delivery,Peercoin,Online Course,Pop,Dance Pop,"Bennetthaven, Belgium",https://kalakrut.com/Matthew Oliver,Twitter,4,3,Featured in Magazine,Yes,event,Vocals,Session Musician,9,4,2,1443996,114722,4,9,5,424
ART7303,Sarah Mcpherson,matthewgarcia@example.com,[Hashed Password],Cash on Delivery,SwiftCoin,Music Academy,Hip-Hop,Trap,"Stanleyhaven, Somalia",https://kalakrut.com/Sarah Mcpherson,SubStack,1,3,Won Award,Yes,event,Music Production,Mixing & Mastering,2,1,10,5332800,951150,4,2,0,853
ART2824,Brian Strong,ppatrick@example.org,[Hashed Password],Debit Card,Nxt,Online Course,Jazz,Smooth Jazz,"Lake Ashley, Iraq",https://kalakrut.com/Brian Strong,SubStack,9,4,,No,design,Vocals,Session Musician,6,5,8,6884480,3224080,5,1,7,877
ART7597,Tiffany Lutz,jennifer31@example.com,[Hashed Password],Debit Card,Cardano,Online Course,Classical,Orchestra,"New Bryanhaven, Namibia",https://kalakrut.com/Tiffany Lutz,Fb,10,5,,No,script,Songwriting,Feature Verse,9,7,12,3462816,2973240,0,2,10,132
ART9271,Lawrence Anderson,henry21@example.org,[Hashed Password],Credit Card,Ethereum Classic,Online Course,Pop,Dance Pop,"New Ronaldhaven, Western Sahara",https://kalakrut.com/Lawrence Anderson,SubStack,10,4,Won Award,Yes,design,Music Production,Feature Verse,6,6,10,5615140,3977640,5,4,3,228
ART6302,Andrew Webb,carterkimberly@example.net,[Hashed Password],Debit Card,MazaCoin,Self-Taught,Classical,Chamber,"Grahamfort, Ethiopia",https://kalakrut.com/Andrew Webb,YouTube,6,0,Featured in Magazine,Yes,concept,Vocals,Session Musician,9,2,14,13606166,15955828,3,6,5,732
ART2950,Amanda Torres,msmith@example.net,[Hashed Password],Credit Card,Waves Platform,Online Course,Pop,K-Pop,"North Danielberg, Austria",https://kalakrut.com/Amanda Torres,YouTube,1,5,,Yes,lyrics,Songwriting,Feature Verse,8,5,7,1860852,746970,3,1,8,413
ART4264,Jessica Hoffman,kaitlin18@example.org,[Hashed Password],Stripe,Sirin Labs,Music Academy,Jazz,Smooth Jazz,"Abbotthaven, Samoa",https://kalakrut.com/Jessica Hoffman,LinkedIn,3,3,Featured in Magazine,Yes,PR,Songwriting,Feature Verse,3,0,10,7527160,387510,5,6,5,935
ART8352,Stephen Hines,zmurphy@example.net,[Hashed Password],Stripe,Ethereum Classic,Self-Taught,Pop,Pop Rock,"New Robertchester, Somalia",https://kalakrut.com/Stephen Hines,LinkedIn,3,2,Won Award,No,business,Songwriting,Session Musician,8,3,2,896810,172350,0,4,7,664
ART4437,Destiny Ayala,sallyhall@example.com,[Hashed Password],Cash on Delivery,Tether,Online Course,Jazz,Fusion,"East Brandon, Antarctica (the territory South of 60 deg S)",https://kalakrut.com/Destiny Ayala,LinkedIn,2,4,,Yes,PR,Songwriting,Session Musician,3,1,13,3312062,1953328,3,1,7,63
ART1874,Sara Austin,willismark@example.net,[Hashed Password],Debit Card,Burstcoin,Online Course,Rock,Alternative,"Whitebury, Niger",https://kalakrut.com/Sara Austin,Twitter,6,5,,No,PR,Songwriting,Mixing & Mastering,6,1,3,2288613,263193,5,6,2,134
ART5488,Connie Green,wolson@example.net,[Hashed Password],Paypal,Nxt,Self-Taught,Jazz,Bebop,"Griffinton, Ghana",https://kalakrut.com/Connie Green,YouTube,9,2,Won Award,No,production,Music Production,Session Musician,3,2,6,5799570,2669760,3,8,6,93
ART1198,Tasha Curtis,cmurray@example.net,[Hashed Password],Debit Card,Tether,Self-Taught,Pop,K-Pop,"Mitchellchester, Western Sahara",https://kalakrut.com/Tasha Curtis,Insta,8,5,,Yes,design,Music Production,Feature Verse,1,1,3,2973804,564759,2,4,3,673
ART5928,Paula Johnson,janetweaver@example.com,[Hashed Password],Credit Card,IOTA,Self-Taught,Rock,Alternative,"Hillfurt, Ireland",https://kalakrut.com/Paula Johnson,Insta,1,3,,Yes,logistics,Vocals,Mixing & Mastering,8,3,15,12519585,12143070,5,10,4,838
ART6872,James Jackson,mccartydrew@example.net,[Hashed Password],Credit Card,Zcash,Online Course,Pop,Dance Pop,"Ericksonbury, Northern Mariana Islands",https://kalakrut.com/James Jackson,Insta,1,4,Featured in Magazine,Yes,event,Songwriting,Mixing & Mastering,5,4,10,3297450,1391880,2,5,3,968
ART9627,Elizabeth Hayes,chandlerjonathan@example.org,[Hashed Password],Cash on Delivery,Sirin Labs,Self-Taught,Hip-Hop,Boom Bap,"Emilyfort, Paraguay",https://kalakrut.com/Elizabeth Hayes,YouTube,7,0,,Yes,design,Songwriting,Session Musician,6,5,20,19718040,27899660,1,8,2,928
ART9650,Noah Jordan,ashley79@example.com,[Hashed Password],Paypal,Nxt,Online Course,Rock,Indie Rock,"Arnoldmouth, Saint Helena",https://kalakrut.com/Noah Jordan,YouTube,4,1,Featured in Magazine,No,script,Vocals,Mixing & Mastering,2,0,19,3664264,4316781,1,4,9,168
ART2382,Alicia Reeves,jessica39@example.net,[Hashed Password],Credit Card,Monero,Music Academy,Jazz,Bebop,"Desireeburgh, Armenia",https://kalakrut.com/Alicia Reeves,Insta,10,1,Featured in Magazine,Yes,logistics,Songwriting,Session Musician,6,0,16,13035744,543328,5,3,3,666
ART9247,Regina Boyd,wiselaura@example.com,[Hashed Password],Stripe,Cardano,Self-Taught,World,Contemporary,"Perezmouth, Somalia",https://kalakrut.com/Regina Boyd,SubStack,8,3,Featured in Magazine,No,concept,Vocals,Mixing & Mastering,7,2,20,17012060,23280100,0,4,7,962
